제목,날짜,분류,본문,반응수
발언하는 박광온,20230803,정치,더불어민주당 박광온 원내대표가 3일 오전 국회에서 열린 대통령 처가 고속도로 게이트 진상규명 특별위원회 3차 전체회의에서 발언하고 있다. 2023.8.3,0
다시 구속 기로에 선 박영수 전 특검,20230803,사회,대장동 민간 개발업자들을 돕는 대가로 금품을 수수했다는 이른바 '50억 클럽' 의혹을 받는 박영수 전 특별검사가 3일 오전 서울 서초구 서울중앙지방법원에서 두번째 구속 전 피의자 심문(영장심사)에 출석하기 위해 법정으로 향하고 있다. 2023.8.3,0
다시 구속 기로에 선 박영수 전 특검,20230803,사회,대장동 민간 개발업자들을 돕는 대가로 금품을 수수했다는 이른바 '50억 클럽' 의혹을 받는 박영수 전 특별검사가 3일 오전 서울 서초구 서울중앙지방법원에서 두번째 구속 전 피의자 심문(영장심사)에 출석하기 위해 법정으로 향하고 있다. 2023.8.3,0
"지누션, 내달 '레트로 슈퍼콘서트'로 5년 만에 무대",20230803,연예,"김완선·룰라·태사자 등 출연  지누션[골든이엔엠 제공. 재판매 및 DB 금지]      1990년대를 풍미한 힙합 듀오 지누션이 5년 만에 무대에 선다.    공연 주최사 골든이엔엠은 지누션이 다음 달 23일 서울 고려대 화정체육관에서 열리는 '2023 레트로 슈퍼콘서트 인 서울'에 출연한다고 3일 밝혔다.    지누션 두 멤버가 함께 무대를 꾸미는 것은 지난 2018년 슈퍼콘서트 '토요일을 즐겨라' 이후 5년 만이다.    지누션은 1997년 데뷔해 엄정화가 피처링으로 참여한 '말해줘', '에이요'(A-YO), '전화번호' 등의 히트곡을 선보였다.    '2023 레트로 슈퍼콘서트 인 서울'에는 지누션 외에 김완선, 룰라, 디바, 태사자, 더크로스, 이하늘, 김성수, 양준일이 출연한다.    10월 28일에는 대구 엑스코 서관에서도 '2023 레트로 슈퍼콘서트'가 열린다. 대구 공연에는 룰라, 채연, 이재훈, 김원준, 소찬휘, 디바, 영턱스클럽 등이 무대에 오른다.",4
다시 구속 기로에 선 박영수 전 특검,20230803,사회,대장동 민간 개발업자들을 돕는 대가로 금품을 수수했다는 이른바 '50억 클럽' 의혹을 받는 박영수 전 특별검사가 3일 오전 서울 서초구 서울중앙지방법원에서 두번째 구속 전 피의자 심문(영장실질심사)에 출석하기 위해 법정으로 향하고 있다. 2023.8.3,0
스포츠 기념우표,20230803,경제,한국조폐공사 화폐박물관에서 3일부터 내달 17일까지 열리는 '우표야! 나의 마음을 전해줘' 기획전에서 전시되는 스포츠 기념우표. 2023.8.3 [한국조폐공사 제공. 재판매 및 DB 금지],0
[그래픽] 배터리 사용량 점유율,20230803,경제,"3일 에너지 전문 시장조사업체 SNE리서치에 따르면 올해 1∼6월 세계 각국에 차량 등록된 전기차의 배터리 총사용량은 약 304.3기가와트시(GWh)로, 지난해 같은 기간과 비교해 50.1% 증가했다.",0
보통 우표,20230803,경제,한국조폐공사 화폐박물관에서 3일부터 내달 17일까지 열리는 '우표야! 나의 마음을 전해줘' 기획전에서 전시되는 보통 우표. 2023.8.3 [한국조폐공사 제공. 재판매 및 DB 금지],0
발언하는 박광온,20230803,정치,더불어민주당 박광온 원내대표가 3일 오전 국회에서 열린 대통령 처가 고속도로 게이트 진상규명 특별위원회 3차 전체회의에서 발언하고 있다. 2023.8.3,0
무더위에 얼음 간식 먹는 원숭이,20230803,사회,3일 오전 광주 북구 우치동물원에서 원숭이가 얼음 간식을 먹고 있다. 2023.8.3,0
대화하는 박광온-최인호,20230803,정치,더불어민주당 박광온 원내대표가 3일 오전 국회에서 열린 대통령 처가 고속도로 게이트 진상규명 특별위원회 3차 전체회의에서 최인호 특위공동위원장과 대화하고 있다. 2023.8.3,0
무더위에 얼음 간식 먹는 원숭이,20230803,사회,3일 오전 광주 북구 우치동물원에서 원숭이들이 얼음 간식을 먹고 있다. 2023.8.3,0
무더위에 코끼리도 찬물 샤워,20230803,사회,3일 오전 광주 북구 우치동물원에서 무더위에 지친 코끼리가 찬물 목욕을 하고 있다. 2023.8.3,0
"한덕수 총리, 창동역 공사 현장 방문",20230803,정치,한덕수 국무총리가 3일 서울 도봉구 창동역 공사 현장을 방문해 근로자들과 대화하고 있다. 2023.8.3,0
무더위에 코끼리도 찬물 샤워,20230803,사회,3일 오전 광주 북구 우치동물원에서 무더위에 지친 코끼리가 찬물 목욕을 하고 있다. 2023.8.3,0
공사현장 방문한 한덕수 국무총리,20230803,정치,한덕수 국무총리가 3일 서울 도봉구 창동역 공사 현장을 방문해 근로자들과 대화하고 있다. 2023.8.3,0
무더위 날리는 찬물 샤워,20230803,사회,3일 오전 광주 북구 우치동물원에서 무더위에 지친 코끼리가 찬물 목욕을 하고 있다. 2023.8.3,0
무더위에 코끼리도 찬물 샤워,20230803,사회,3일 오전 광주 북구 우치동물원에서 무더위에 지친 코끼리가 찬물 목욕을 하고 있다. 2023.8.3,0
휴게시설 살펴보는 한덕수 국무총리,20230803,정치,한덕수 국무총리가 3일 서울 창동역 공사현장을 방문해 근로자 휴게실에서 에어컨을 살펴보고 있다. 2023.8.3,0
찬물 샤워하는 코끼리,20230803,사회,3일 오전 광주 북구 우치동물원에서 무더위에 지친 코끼리가 찬물 목욕을 하고 있다. 2023.8.3,0
무더위에 코끼리도 찬물샤워,20230803,사회,3일 오전 광주 북구 우치동물원에서 무더위에 지친 코끼리가 찬물 목욕을 하고 있다. 2023.8.3,0
"한덕수 총리, 창동역 공사 현장 방문",20230803,정치,한덕수 국무총리가 3일 서울 도봉구 창동역 공사 현장을 방문해 관계자들과 기념 촬영하고 있다. 2023.8.3,0
무더위 녹이는 코끼리 얼음간식,20230803,사회,3일 오전 광주 북구 우치동물원에서 무더위에 지친 코끼리가 얼음간식을 먹고 있다. 2023.8.3,0
"美국무장관, 쿠데타로 축출된 니제르 대통령에 지지 표명",20230803,세계,"블링컨, 바줌과의 통화서 ""민주적으로 선출된 정부의 복권에 헌신""    토니 블링컨 미국 국무장관[도쿄 교도=연합뉴스 자료사진] 2022.7.11 [재판매 및 DB 금지] sungjinpark@yna.co.kr      토니 블링컨 미국 국무장관이 군사정변(쿠데타)으로 축출당한 모하메드 바줌 니제르 대통령과의 통화에서 바줌 대통령에 대한 변함없는 지지를 약속했다.     로이터통신에 따르면 블링컨 장관은 2일(미국 현지시간) 바줌 대통령과의 통화에서 미국은 니제르에서 민주적으로 선출된 정부가 권력을 되찾도록 하는데 헌신한다고 밝혔다.     이와 관련, 매슈 밀러 국무부 대변인은 이날 브리핑에서 ""우리는 이 정권 전복 시도를 돌이키기 위해 니제르뿐 아니라 그 지역(아프리카)의 지도자들과 계속 소통할 것""이라고 말했다.    세계 최빈국 중 하나인 니제르에서는 압두라흐마네 티아니 대통령 경호실장이 이끄는 군부 세력이 지난달 26일 쿠데타를 일으켜 바줌 대통령을 축출하면서 혼란이 이어지고 있다.",1
공사현장 방문한 한덕수 국무총리,20230803,정치,한덕수 국무총리가 3일 서울 도봉구 창동역 공사 현장을 방문해 근로자들과 대화하고 있다. 2023.8.3,0
고개숙인 민주당 혁신위,20230803,정치,더불어민주당 김은경 혁신위원장이 3일 여의도 당사 앞에서 '노인폄하' 발언에 대해 사과하고 있다. 2023.8.3,0
노인폄하 사과하는 김은경 혁신위원장,20230803,정치,더불어민주당 김은경 혁신위원장이 3일 여의도 당사 앞에서 '노인폄하' 발언에 대해 사과하고 있다. 2023.8.3,2
무더위 녹이는 코끼리 얼음간식,20230803,사회,3일 오전 광주 북구 우치동물원에서 무더위에 지친 코끼리가 얼음간식을 먹고 있다. 2023.8.3,0
"與 ""특수교육 환경개선 추진…아동학대·교사보호 대책 마련""",20230803,정치,"윤재옥, 교사 부족·과밀학급 등 지적하며 ""교육위 중심 입법화 진행""장애 딸 둔 나경원 ""'주호민 사건'으로 교사-학생 대립구도 안타까워"" 류미나  국민의힘은 3일 웹툰작가 주호민씨의 특수교사 신고 사건을 계기로 특수교육 현장의 아동학대와 교권 침해를 동시에 방지할 대책을 마련하기로 했다.    이 사건은 주씨가 자신의 자폐 성향 아들을 담당한 특수교사를 아동학대 혐의로 신고한 것으로 해당 교사의 학대가 맞는지, 주씨가 무리한 대응을 한 것은 아닌지를 두고 논란이 되고 있다.     윤재옥 원내대표는 이날 국회에서 열린 최고위원회의에서 ""이번 일을 통해 특수교사들이 과도한 민원에 무방비하게 노출될 수 있다는 사실이 드러났다""면서도 ""장애 아동이 혹여 부당한 대우를 받지 않을까 노심초사하는 학부모 불안도 이해할 필요가 있다""고 말했다.    이어 ""현재 우리 특수교육 환경은 여러모로 많이 아쉬운 상황""이라며 특수교사 인력 부족, 과밀학급 등을 문제로 지적했다.    그는 또 ""이런 불안을 조율할 수 있는 시스템이 불안정한 상황에서는 학부모와 특수교사 사이에 갈등이 발생하기 쉽고 인력이 부족한 만큼 갈등이 특수교육 현장의 공백으로 이어져 교사뿐 아니라 주변 학생, 학부모에게까지 피해가 발생한다""며 ""하루라도 빨리 제도적 개선 방안을 모색해야 한다""고 강조했다.    윤 원내대표는 그러면서 ""교육부 및 각 교육청과 협력하여 아동학대를 막으면서도 교사들에게 불합리한 징계에 시달리지 않도록 제도 개선에 착수하도록 하겠다""고 밝혔다.    이어 ""특수교육 인력 확충과 교육 환경 개선을 위해 국회에서 지원할 수 있는 방안을 폭넓게 검토하고 교육위원회를 중심으로 관련 입법화를 진행하겠다""고 덧붙였다.     그는 ""특수교육 현장이 가지고 있는 특성에 기반해 일반적인 교권 확립과는 별도로 세심하게 이뤄질 수 있도록 당 차원에서 최대한의 노력을 기울일 것""이라고 강조했다.    발언하는 윤재옥  국민의힘 윤재옥 원내대표가 3일 오전 국회에서 열린 최고위원회의에서 발언하고 있다. 2023.8.1 uwg806@yna.co.kr한편, 다운증후군 장애를 지닌 딸을 둔 나경원 전 의원은 전날 페이스북에 ""주 씨 사건으로 특수교육과 관련해 특수교사와 장애학생이 대립적 구도가 됐다. 안타깝기 그지없다""고 적었다.    나 전 의원은 또 ""양쪽의 입장을 모두 이해할 수 있다""며 특수교육 현장 제도개선 방안으로 교사 수 증원과 일반교사 대상 특수교육 관련 연수 확대 등을 제안했다.    그는 ""환경이 불편하면 좋은 특성보다 나쁜 특성이 더 발현되기 쉽다. 장애 학생은 좀 더 그 환경에 민감할 수 있다""고 설명했다.    인사말하는 나경원 전 의원[연합뉴스 자료사진]",2
"인천시, 연평도 해역에 참조기 치어 25만마리 방류",20230803,사회,연평도 해역에 어린 참조기 방류[인천시 제공]  인천시는 수산 자원 회복을 위해 옹진군 연평도 해역에 어린 참조기 25만 마리를 방류했다고 3일 밝혔다.    방류된 어린 참조기는 시 수산자원연구소가 국립 제주수산연구소에서 수정란을 분양받아 올해 5월부터 80일가량 사육한 것이다. 감정기관의 전염병 검사를 거쳐 건강한 종자로 판정받은 9cm가량의 우량종자들이다.    북한과 인접한 연평도는 1950년대까지 참조기가 풍부한 어장으로 유명해 국내 최대 규모 파시(선상 시장)가 형성됐던 곳이다.    이후 해양환경 변화와 남획으로 인해 현재는 참조기 자원이 급감한 상태다.    시 수산자원연구소는 이를 회복하기 위해 2013년부터 지난해까지 총 278만 마리의 어린 참조기를 인천 앞바다에 방류했다.,0
"의령군 이어 산청군 기초의원도 막말 의혹…""그런 일 없었다""",20230803,사회,"산청 군의원 막말 규탄 기자회견[촬영 박정헌]  경남 의령군에 이어 산청군에서도 기초의원 막말 의혹이 제기됐다.    산청군농협 한춘자 이사는 3일 산청군청 브리핑룸에서 기자회견을 열고 지난달 27일 신안면 군농협 회의실에서 건물 신축과 관련해 언쟁을 벌인 A 의원이 폭언하며 협박했다고 주장했다.    한 이사는 ""회의를 마친 뒤 식당으로 이동하던 중 A 의원이 다가와 손가락질하며 '나를 잘못 건드렸다. 너 하나쯤은 조질 수 있다. 조질 테니 기다려라'며 위협을 가했다""며 ""이후 군의회 앞에서 1인 시위를 하고 있으니 함께 사진을 찍겠다며 억지를 부리고 조롱했다""고 말했다.    이어 ""군의원이 군농협회의에 참석해 갑질하거나 권력을 남용하는 전례는 본 적이 없다""며 ""A 의원은 마땅히 사퇴해야 한다""고 덧붙였다.    이와 관련해 A 의원은 ""군의원 신분으로 회의에 참석했다가 화가 나서 조금 흥분했다""며 ""식당에서 따진 건 사실이지만 막말은 하지 않았다""고 해명했다.    앞서 전국공무원노조 의령군지부는 의령군의회 김규찬 의장과 오민자 의원이 공무원에게 막말했다며 사과를 요구하기도 했다.    의령군지부에 따르면 최근 이들은 공무원을 향해 ""그런 이야기 하지 마. 눈 깔고"", ""무덤을 파보자"" 등이라고 발언했다.",1
"해양교통안전공단, 전국 54개 항로 여객선 운항예보서비스",20230803,경제,"한국해양교통안전공단[해양수산부 제공]  한국해양교통안전공단은 3일부터 전국 54개 항로를 대상으로 여객선 운항 여부를 하루 전날 알 수 있는 '내일의 여객선 운항 예보 서비스'를 시작한다고 밝혔다.     54개 항로는 일일 1∼2회 운항하는 선박과 원거리 항로 위주로 선정했다.     운항 횟수가 적고 배차 간격이 넓어 정확한 사전정보가 중요한 항로들이다.     공단 운항관리자가 날씨, 바다 정보, 여객선 출항통제 기준, 선박 정비 일정 등을 분석해 여객선 운항 여부를 예보한다.",0
U대회 여자 100ｍ 소말리아 대표 기록이 '21초81'…장관이 사과,20230803,스포츠,"소말리아 대표 알리, 일반인보다도 느려…육상연맹 회장 업무 정지알리의 여자 100ｍ 기록은 21초81[청두 하계세계대학경기대회 홈페이지 캡처. 재판매 및 DB금지]  청두 하계세계대학경기대회(유니버시아드)에 소말리아 육상 대표로 출전한 나스로 아부카르 알리가 여자 100ｍ 예선에서 21초81에 레이스를 마쳤다.     일반인보다 느린 기록에 소말리아육상연맹 회장이 '직무 정지'를 당하는 등 파문이 커지고 있다.     AP통신은 3일 ""모하메드 바레 모하무드 소말리아 체육부 장관이 이번 일에 관해 사과하고, 카디자 아덴 다히르 육상연맹 회장에게 직무 정지를 명령했다""고 보도했다.     알리는 지난 1일 중국 청두에서 열린 유니버시아드 여자 100ｍ 예선 3조 경기에 출전해 출발선에 선 6명 중 가장 느린 21초81초에 결승선을 통과했다.     '압도적인 꼴찌'를 하고도 알리는 결승선 앞에서 뛰어오르며 기뻐했다.     여자 100ｍ 예선에 출전한 50명 중에서도 알리는 꼴찌였다. 전체 49위에 그친 아이샤 패라지(감비아)의 기록 13초64보다 8초17이나 느렸다.     알리의 영상이 퍼지면서 논란이 커졌고 모하무드 장관은 ""어떻게 저렇게 준비되지 않은 선수가 국제대회에 나설 수 있는지 모르겠다. 소말리아 국민들께 사과한다""고 밝혔다.     소말리아 대학체육연합은 ""우리는 알리를 유니버시아드 대표팀에 선발한 적이 없다""고 주장했다.     AP통신은 ""소말리아 내에 알리가 다히르 육상연맹 회장의 친척이라는 소문이 나돌고 있다""고 부정 선발 의혹을 제기했다.     jiks79@yna.co.kr 기사제공 연합뉴스 하남직",0
"익산시, 9월까지 폭염대응 종합대책 추진…취약계층 안부 챙긴다",20230803,생활,"노을로 수놓은 폭염의 잔상[연합뉴스 자료사진]  전북 익산시는 9월 30일까지를 폭염 대책 기간으로 정하고 '폭염 대응 종합대책'을 추진한다고 3일 밝혔다.    시는 지난달 28일부터 폭염경보가 발령됨에 따라 3개 반 51명으로 구성된 '폭염 TF'를 꾸리고 유관 기관과 비상 연락 체계를 유지하며 종합 상황관리에 들어갔다.    시는 우선 보행자가 많은 사거리 등 시내 곳곳에 스마트 그늘막 18개소를 포함해 총 167개소의 그늘막을 운영하고 냉방기기가 구비된 금융기관, 경로당 등 무더위쉼터 500개소를 가동 중이다.    시는 폭염특보 발효 시에 4대의 살수차로 물을 뿌려 도시 열섬현상을 완화하고 시내버스 승강장 28개소에 대형 얼음과 생수 등을 비치해 체감온도를 낮추기로 했다.    특히 통·이장, 생활지원사, 자율방재단, 방문 건강관리간호사 등이 독거노인, 거동 불편자 등 폭염 취약계층의 상황을 살피며 안부를 점검한다.    아울러 시민들에게 폭염 행동 요령을 문자메시지로 보내 폭염 피해를 최소화한다는 방침이다.    이날까지 익산에서 발생한 열사병 등 온열질환자는 17명이며 사망자는 없다.    시 관계자는 ""무엇보다 인명피해가 발생하지 않도록 시민들도 외출이나 야외 작업 자제 등 건강 수칙을 준수해달라""고 당부했다.",0
"강진군, '하맥축제'…입장료 1만원 내면 맥주 무제한",20230803,생활,"하맥축제 포스터[강진군 제공·재판매 및 DB 금지]      전남 강진군은 오는 31일부터 9월 2일까지 강진종합운동장에서 '하맥축제'를 연다고 3일 밝혔다.    올해 처음 개최되는 하맥축제는 '하멜촌 맥주 축제'의 줄임말로, 오직 강진에서만 맛볼 수 있는 '하멜촌 맥주'와 지역의 촌닭으로 만든 치킨이 어우러진 치맥 축제이다.    하멜촌 맥주는 '하멜표류기'의 주인공 하멜이 강진에서 7년간 머물렀던 인연으로, 하멜기념관이 있는 강진이 지역의 문화역사에서 출발해 만들어낸 새로운 대표 상품이다.     이름에 걸맞게 하멜촌 맥주는 하멜의 고향인 네덜란드의 맥아를 가져와 만들었고, 물을 희석하지 않아 깊은 맛을 낸다.     라거후레쉬 등 두 가지 맛으로 위탁생산을 통해 지난 1월 처음 출시됐다.     현재 1차로 생산된 맥주는 모두 소진 상태라고 군은 전했다.    3천석 규모의 하맥축제장 맥주존에서는 1만 원의 입장료를 내면 오후 9시까지 무제한으로 맥주를 마실 수 있다.     공연이 잘 보이는 무대 앞쪽에 총 600명을 수용하는 프리미엄존은 사전 예약제로 운영된다.     군은 이번 하맥축제를 시작으로 10월 '강진만 춤추는 갈대축제' 등을 잇따라 연다.",0
10년 만의 귀환 '레미제라블' 캐스트 영상 공개,20230803,생활,"민우혁 최재림 김우형 카이 등 출연…부산 공연 9일 오후 2시 티켓 오픈    '레미제라블' 캐스트 영상 캡처8월 9일 오후 2시 부산 공연 첫 티켓 오픈을 앞두고 공개한 '레미제라블' 캐스트 영상. [㈜레미제라블코리아 제공. 재판매 및 DB 금지]  한국 라이선스 공연 10주년을 맞은 뮤지컬 '레미제라블'이 3일 사회관계망서비스(SNS) 공식 계정을 통해 캐스트 영상을 공개했다.    공개된 영상에서 민우혁, 최재림, 김우형, 카이, 조정은, 린아, 임기홍, 육현욱, 박준면 등 출연 배우들은 배역에 완벽하게 몰입한 모습이다.    장발장 역 민우혁, 최재림은 카리스마 넘치는 눈빛으로 정면을 응시하고 있다.    장발장을 끈질기게 추격하는 냉혹한 경찰 자베르 역 김우형, 카이는 강렬한 표정으로 자베르 캐릭터를 100% 보여준다.    2013년 초연에 이어 2015년 재연으로 돌아왔던 뮤지컬 '레미제라블'은 재연에서 약 60만명의 누적 관객을 동원, 폭발적인 흥행 기록을 세웠다.    한국 라이선스 공연 10주년을 맞은 2023년 '레미제라블'은 새로운 캐스트와 함께 다시 한번 흥행 역사를 써 내려갈지 기대를 모은다.    이번 공연은 10월 15일부터 11월 19일까지 부산 드림씨어터 공연을 시작으로, 11월 30일 블루스퀘어 신한카드홀 공연 개막, 2024년 3월 대구 계명아트센터 공연까지 이어진다.    부산 공연 일반예매는 오는 9일 오후 2시부터 시작된다.    '레미제라블' 부산 공연을 주최하는 드림씨어터는 뮤지컬에 최적화된 국내 최대 규모의 뮤지컬 전용 극장이다.",2
'나도 명품 도보길' 제주에서 만나는 빼어난 숲길 5선,20230803,생활,"산림청, 교래곶자왈 숲길·숫모르 편백 숲길 등 선정  제주에는 걷기 좋은 도보여행 코스로 올레길만 있는 것이 아니다.    3일 제주도에 따르면 올해 산림청 주최의 국토녹화 50주년 기념 걷기 좋은 명품숲길 경진대회에서 제주 5개 숲길이 선정됐다.     1차 경진대회에서 숫모르 편백 숲길(우수상), 사려니숲길(30선)이 선정됐고, 최근 2차 경진대회에서 교래자연휴양림 곶자왈 숲길(2위), 산양 큰엉곶자왈 숲길 5㎞ 구간(20선), 머체왓 숲길 16㎞ 구간(20선) 등이 명품숲길에 이름을 올렸다.    교래곶자왈 숲길[연합뉴스 자료 사진]    2차 경진대회에서 2위에 선정된 교래자연휴양림 곶자왈 숲길에는 지그리오름을 순환하는 오름 숲길과 생태관찰로가 있다.     교래자연휴양림 곶자왈 숲길은 전국에서 유일하게 화산이 폭발하면서 형성된 곶자왈을 활용한 길이다.    곶자왈이란 '화산분출로 인한 용암으로 만들어진 지형으로 지하수 함양은 물론, 북방한계 식물과 남방한계 식물이 공존하는 세계 유일의 독특한 숲을 말한다.     다듬어지지 않은 자연과 바위, 돌, 나무가 헝클어진 거친 느낌을 있는 그대로 살아 있는 것이 이 길의 특징이다.     교래자연휴양림 곶자왈 숲길에서는 곶자왈 식생의 생성 과정, 난대수종과 온대수종이 공존하는 독특한 식생, 기괴하게 뻗은 열대 우림을 볼 수 있다.     남녀노소 누구나 쉽게 걸을 수 있다.    교래곶자왈 숲길[제주도 제공.재판매 및 DB 금지]    산양큰엉곶은 제주 4대 곶자왈 중 하나인 한경·안덕 곶자왈에 조성한 숲길이다.     다른 지역에서는 볼 수 없는 원시림을 즐길 수 있는 숲길 탐방로와 제주 보존 자원인 송이와 황토를 활용한 달구지길이 있다.    산양 곶자왈 주변 지역주민들이 숲길을 조성해 유명해졌다.    경사가 완만해 휠체어, 유모차로도 탐방이 가능한 무장애 숲길이다.     한라생태숲 숫모르숲길 도보 여행[연합뉴스 자료 사진]    서귀포시 남원읍에 있는 머체왓 숲길에는 국유림(대부지) 공동목장 일원에 야생화 숲길과 돌담 쉼터, 머체왓 전망대, 산림욕 숲길, 목장 길, 머체왓 집터, 서중천 숲 터널, 머체왓 숲길 방문객 지원센터가 조성돼 있다.     숲길에는 제주 중산간 지대의 드넓은 목장 초원과 구실잣밤나무 숲, 제주참꽃나무 군락, 동백나무 등 원시림과 목장 및 서중천 계곡, 편백 숲, 삼나무 숲이 있다.     2021년 제주 웰니스 관광지와 2018년 산림청이 선정한 아름다운 숲으로 선정되기도 했다.     제주어로 '머체'는 오름의 내부 용암(마그마)이 지하에서 굳어진 돌무더기 형태를 말하며 '왓'은 밭, 벌판을 의미한다. 밧, 팟으로 쓰이기도 한다.    웰니스 관광지 15선 제주 머체왓 숲길[제주관광공사 제공. 재판매 및 DB 금지] photo@yna.co.kr    이와 함께 한라산 둘레길 구간에 속하는 숫모르 편백 숲길은 한라산 자락 해발 600∼700m에 있다.     오랜 세월 때 묻지 않은 제주 원시 식생을 관찰할 수 있는 곳이다. 숫모르는 숯을 구웠던 곳의 옛 지명이다.     사려니숲길은 비자림로와 물찻오름, 사려니오름을 이은 길이다.    다양한 수종과 식생이 어우러져 제주의 숨은 비경으로 꼽힌다.",0
7월 수입차 판매 소폭 감소…아우디는 3위 탈환,20230803,경제,"지난달 수입차 판매량이 개별소비세 인하 종료 등의 영향으로 소폭 줄어든 것으로 나타났다.    한국수입자동차협회(KAIDA)는 지난달 수입 승용차 신규등록 대수가 작년 같은 달(2만1천423대)보다 1.3% 감소한 2만1천138대로 집계됐다고 3일 밝혔다.     이는 전월(2만6천756대)보다는 21.0% 줄어든 것이다.    정윤영 KAIDA 부회장은 ""7월 수입차 신규 등록이 개별소비세 인하 종료와 일부 브랜드의 물량 부족 등으로 감소했다""고 설명했다.    한국수입차협회[한국수입차협회 제공. 재판매 및 DB 금지]브랜드별 등록 대수는 BMW가 5천931대로 메르세데스-벤츠(5천394대)를 제치고 지난달에 이어 1위를 차지했다.    올해 들어 부진했던 아우디는 1천504대로 3위를 탈환했고 이어 볼보(1천409대), 폭스바겐(1천195대), 렉서스(1천88대), 포르쉐(953대), 미니(798대) 등 순이었다.    베스트셀링 모델은 BMW 5시리즈(1천829대)가 차지했다.     이어 벤츠 E-클래스(1천238대), 벤츠 S-클래스(959대), 벤츠 GLC(718대), 폭스바겐 티구안(603대)이 2∼5위에 올랐다.    연료별로는 가솔린차(-13.5%)와 디젤차(-15.0%)는 판매량이 감소했지만 친환경차인 하이브리드차(20.2%)와 전기차(18.6%)는 늘었다.    가솔린(9천68대), 하이브리드(6천692대), 디젤(2천311대), 전기(2천77대), 플러그인하이브리드(990대) 순으로 잘 팔렸다.    국가별 브랜드 판매량은 유럽 1만8천106대(85.7%), 일본 1천741대(8.2%), 미국 1천291대(6.1%) 등의 순이었다.     구매유형별로는 개인 구매가 59.8%, 법인구매가 40.2%였다.",0
"광주시, 9월 6∼8일 '대한민국 기후환경 에너지대전' 개최",20230803,경제,"신재생에너지 전시회·국제기후환경산업전 통합…기업 등 260곳 참여    김대중컨벤션센터[김대중컨벤션센터 제공. 재판매 및 DB 금지]      신재생에너지와 기후환경 신기술을 한자리에서 만날 수 있는 호남 최대 규모의 행사가 광주에서 열린다.    광주시는 오는 9월 6∼8일 김대중컨벤션센터에서 '2023 대한민국 기후환경 에너지 대전(KEET 2023)'을 개최한다고 3일 밝혔다.    이번 전시회는 기존에 있던 신재생에너지 전시회 'SWEET(Solar, Wind & Earth Energy Trade Fair)'와 국내 유일 기후 변화 대응 기술 전문 전시회인 '국제기후환경산업전'을 통합한 행사다.    기후환경 에너지 대전은 미래 에너지 생태계와 탄소 중립 발전 방향을 제시하고 최신 제품과 솔루션을 전시할 계획이다.     이와 함께 태양광(열), 풍력, 에너지 효율 등 신재생에너지와 대기오염물질 정화, 수자원 관리, 자원순환과 서비스 등 기후환경 산업 분야를 총망라한다.    올해는 UN 산업개발기구 한국 투자진흥사무소가 개최하는 해외공무원 초청 기술 상담회, 광주·전남 공공기관과 중소기업의 비즈니스 매칭을 지원하는 중소기업 상생 공공 구매상담회 등도 새롭게 마련된다.    환경산업과 수출에 관심 있는 참가자들을 위한 각종 전문 세미나도 함께 열린다.    한국태양광발전학회가 주최하는 글로벌태양광 콘퍼런스(GPVC 2023)를 비롯해 에너지, 기후 환경 분야의 콘퍼런스·세미나도 개최된다.    이번 전시회에는 한국전력공사·한전KDN·한국전기연구원·한국전자통신연구원 등 공기업과 공공기관, 연구기관, 바이어 등 260여 곳이 참여할 예정이다.",0
"HD한국조선해양, 6천790억원 규모 LNG운반선 2척 수주",20230803,경제,"현재까지 19조7천억원대 수주…연간목표 96.9% 달성    HD현대중공업이 건조해 지난 2022년 인도한 174K LNG운반선의 시운전 모습[HD한국조선해양 제공. 재판매 및 DB 금지]  HD한국조선해양은 최근 아프리카 소재 선사와 액화천연가스(LNG) 운반선 2척의 건조 계약을 체결했다고 3일 공시했다. 총수주 금액은 약 6천790억원이다.    이번에 수주한 LNG운반선은 17만4천㎥(입방미터)급이며, 울산 HD현대중공업에서 건조해 2027년 11월까지 선주사에 순차적으로 인도할 예정이다.    선가는 척당 2억6천500만달러(약 3천433억원)로, 17만4천㎥급 LNG운반선 기준 최고선가를 기록했다고 HD한국조선해양은 설명했다.    HD한국조선해양은 올해 들어 현재까지 총 116척(해양설비 1기 포함) 152억6천만달러(약 19조7천693억원) 어치를 수주해 연간 목표 157억4천만달러(20조 3천927억원)의 96.9%를 잠정 달성했다.     선종별로는 PC선(석유화학제품운반선) 35척, 탱커 3척, 컨테이너선 29척, LNG운반선 20척, 액화석유가스(LPG)운반선 20척, 액화이산화탄소운반선 2척, 중형가스선 2척, 자동차운반선(PCTC) 4척, 해양설비 1기 등이다.",2
