제목,날짜,분류,본문,반응수
"류현진, 올라오지 않은 구속·장타에 고전…5이닝 버틴 건 수확(종합)",20230802,스포츠,"팔꿈치 수술 후 14개월 만에 복귀…구속 회복이 재기 성공의 열쇠복귀전 치른 류현진(토론토 USA투데이스포츠/로이터=연합뉴스) 토론토 블루제이스 왼손 선발 류현진이 2일(한국시간) 캐나다 온타리오주 토론토 로저스 센터에서 열린 볼티모어 오리올스와의 홈 경기에서 빅리그 복귀전을 치르고 있다.   류현진(36·토론토 블루제이스)이 14개월 만에 빅리그 마운드로 돌아와 5이닝을 채웠다.     하지만, 아직 예전의 모습을 완전히 되찾지는 못했다.     류현진은 2일(한국시간) 캐나다 온타리오주 토론토 로저스 센터에서 열린 2023 미국프로야구 메이저리그 볼티모어 오리올스와의 홈경기에 선발 등판해 5이닝 동안 홈런 1개를 포함해 9안타를 맞고 4실점 했다.    피안타도, 장타 허용도 많았다.     이날 류현진이 내준 안타 9개 중 4개가 장타(홈런 1개, 2루타 3개)였다.     시속 100마일(약 161㎞)을 넘는 타구도 5개나 허용했다.     류현진의 직구 최고 구속은 시속 91마일(약 146.5㎞), 평균 구속은 시속 89마일(약 143㎞)로 아직은 기대했던 수준으로 올라오지 않았다.     주 무기 체인지업(22개)의 제구도 예전처럼 날카롭지 않아 위기 때는 커브(20개)를 결정구로 사용했다. [그래픽] MLB 류현진 볼티모어전 투구 내용  0eun@yna.co.kr    트위터 @yonhap_graphics  페이스북 tuney.kr/LeYN114개월 만에 빅리그 마운드에 선 류현진(토론토 캐내디안 프레스/AP=연합뉴스) 토론토 블루제이스 왼손 선발 류현진이 2일(한국시간) 캐나다 온타리오주 토론토 로저스 센터에서 열린 볼티모어 오리올스와의 홈 경기에서 빅리그 복귀전을 치르고 있다.류현진은 특히 경기 초반에 어려움을 겪었다.     지난해 6월 2일 시카고 화이트삭스전 이후 426일 만에 등판한 류현진은 복귀전 초구를 '직구'로 택했다.     1회초 첫 타자 애들리 러치맨에게 던진 초구 직구의 시속은 142㎞였다.     경기 전 왼손 투수 상대 OPS(출루율+장타율) 0.870을 찍은 러치맨은 류현진의 초구 직구를 받아쳐 시속 168㎞로 날아가는 우중월 2루타를 쳤다.     다음 타자 라이언 마운트캐슬은 류현진의 시속 136㎞ 컷 패스트볼을 통타해 시속 177.5㎞의 좌중간 2루타를 만들었다.     류현진은 3번 안토니 산탄데르에게는 체인지업을 던지다가 좌전 안타를 허용했다.     코너에 몰린 류현진은 커브를 활용해 버텼다.     구속도 3회 산탄데르를 상대로 이날 최고인 시속 146.5㎞를 던지는 등 조금씩 상승했다.     1∼4회 연속해서 선두 타자에게 안타를 맞고, 5회에도 출루를 허용하긴 했지만, 류현진은 3회와 5회 두 번의 병살타를 유도하는 등 특유의 위기관리 능력을 선보이기도 했다.    토론토는 류현진이 5회 1사 1, 2루에 몰리자 불펜진을 준비했다.     하지만, 류현진은 오스틴 헤이스를 유격수 앞 병살타로 처리하며, 복귀전 첫 목표였던 '5이닝 투구'에 성공했다.    마지막 장면에서는 또 아쉬움을 남겼다.     5회까지 잘 버틴 류현진은 6회 선두타자 거너 헨더슨에게 던진 5구째 시속 123㎞짜리 체인지업이 가운데로 몰려 우월 솔로포를 얻어맞았다. 헨더슨은 이날 전까지 올 시즌 왼손 투수 상대 타율이 0.200에 그쳤지만, 류현진에게 치명타를 안겼다.     류현진이 한 경기에서 9안타를 맞은 건 2021년 8월 9일 보스턴 레드삭스전(4⅓이닝 10피안타 3실점) 이후 16경기 만이다.역투하는 류현진(토론토 USA투데이스포츠/로이터=연합뉴스) 토론토 블루제이스 왼손 선발 류현진이 2일(한국시간) 캐나다 온타리오주 토론토 로저스 센터에서 열린 볼티모어 오리올스와의 홈 경기에서 빅리그 복귀전을 치르고 있다.눈에 보이는 성적표는 만족스럽지 않았다.     하지만, 아직 낙담할 단계는 아니다.     지난해 6월 19일 왼쪽 팔꿈치 인대접합 수술을 받고 14개월 동안 재활한 류현진은 일단 빅리그 마운드에 '완전한 선발'로 복귀했다. 마이너리그 4차례 재활 등판에서 합격점을 받아 빅리그 복귀에 성공한 류현진은 다음에도 등판 기회가 주어질 전망이다.     수술 전 마지막 등판이었던 6월 2일 메츠전 류현진의 직구 최고 구속은 시속 89.3마일(약 144㎞), 평균 구속은 시속 87.6마일(약 141㎞)이었다.     복귀전에서 류현진의 직구 구속은 최고 시속 2.5㎞, 평균 시속 2㎞ 올랐다.     조금 더 구속을 회복한다면, 특유의 제구와 맞물려 한결 나은 성적표를 받을 수 있다.     MLB닷컴 토론토 담당 기자 키건 매티슨은 자신의 트위터에 ""류현진이 오늘 강한 타구를 많이 내줬다. 류현진이 빅리그에 복귀한 건 매우 고무적이고, 다음 등판도 흥미로울 것""이라며 ""특히 구속이 중요하다""고 논평했다.     구속이 올라온다면, 투구 결과도 좋아질 것이라는 뉘앙스를 담았다.    캐나다 언론 스포츠넷은 토론토가 3-13으로 대패한 경기에서 류현진이 강한 타구를 많이 맞았지만, 중반까지 팀이 대등한 경기를 할 수 있도록 토대를 쌓았다며 6회 홈런을 맞기 전까지 3이닝 동안 볼티모어 타선을 무득점으로 묶은 것은 존경할 만하다고 평했다.    다만, 허용한 안타 9개 중 7개가 타구 속도 시속 159㎞의 강한 타구였다는 점을 강조했다.    일간지 토론토 선은 ""류현진이 맞은 안타의 ⅓만 실점했다""며 ""복귀전은 (오랜 재활을 이겨낸) 인내의 승리로, 2∼3차례 더 등판한 뒤에야 제대로 된 평가를 할 수 있을 것""이라고 썼다.            jiks79@yna.co.kr 기사제공 연합뉴스 장현구",4
'K팝 삼매경' K팝 홍보콘텐츠 보는 스카우트 대원들,20230802,사회,2일 전북 부안군 새만금 일대에서 열리는 '제25회 세계스카우트 잼버리' 야영장 델타구역에서 잼버리 참가자들이 K팝 홍보콘텐츠를 관람하고 있다. 2023.8.2,0
500억원 규모 횡령 사고 발생한 BNK경남은행,20230802,경제,BNK경남은행에서 500억원 규모의 부동산 프로젝트파이낸싱 대출 횡령 사고가 발생해 검찰이 압수수색에 들어간 2일 오전 서울 시내 한 BNK경남은행 지점의 모습.     검찰은 횡령 혐의를 받는 직원 이모씨의 주거지와 사무실 등 10여곳에 검사와 수사관을 보내 관련 자료를 확보하고 있다고 밝혔다. 2023.8.2,0
부동산 PF 대출 횡령 사고 발생한 BNK경남은행,20230802,경제,BNK경남은행에서 500억원 규모의 부동산 프로젝트파이낸싱 대출 횡령 사고가 발생해 검찰이 압수수색에 들어간 2일 오전 서울 시내 한 BNK경남은행 지점의 모습.     검찰은 횡령 혐의를 받는 직원 이모씨의 주거지와 사무실 등 10여곳에 검사와 수사관을 보내 관련 자료를 확보하고 있다고 밝혔다. 2023.8.2,0
500억원 규모 횡령 사고 발생한 BNK경남은행,20230802,경제,BNK경남은행에서 500억원 규모의 부동산 프로젝트파이낸싱 대출 횡령 사고가 발생해 검찰이 압수수색에 들어간 2일 오전 서울 시내 한 BNK경남은행 지점의 모습.     검찰은 횡령 혐의를 받는 직원 이모씨의 주거지와 사무실 등 10여곳에 검사와 수사관을 보내 관련 자료를 확보하고 있다고 밝혔다. 2023.8.2,0
500억원 규모 횡령 사고 발생한 BNK경남은행,20230802,경제,BNK경남은행에서 500억원 규모의 부동산 프로젝트파이낸싱 대출 횡령 사고가 발생해 검찰이 압수수색에 들어간 2일 오전 서울 시내 한 BNK경남은행 지점의 모습.     검찰은 횡령 혐의를 받는 직원 이모씨의 주거지와 사무실 등 10여곳에 검사와 수사관을 보내 관련 자료를 확보하고 있다고 밝혔다. 2023.8.2,0
부동산 PF 대출 횡령 사고 발생한 BNK경남은행,20230802,경제,BNK경남은행에서 500억원 규모의 부동산 프로젝트파이낸싱 대출 횡령 사고가 발생해 검찰이 압수수색에 들어간 2일 오전 서울 시내 한 BNK경남은행 지점의 모습.     검찰은 횡령 혐의를 받는 직원 이모씨의 주거지와 사무실 등 10여곳에 검사와 수사관을 보내 관련 자료를 확보하고 있다고 밝혔다. 2023.8.2,0
500억원 규모 횡령 사고 발생한 BNK경남은행,20230802,경제,BNK경남은행에서 500억원 규모의 부동산 프로젝트파이낸싱 대출 횡령 사고가 발생해 검찰이 압수수색에 들어간 2일 오전 서울 시내 한 BNK경남은행 지점의 모습.     검찰은 횡령 혐의를 받는 직원 이모씨의 주거지와 사무실 등 10여곳에 검사와 수사관을 보내 관련 자료를 확보하고 있다고 밝혔다. 2023.8.2,0
부동산 PF 대출 횡령 사고 발생한 BNK경남은행,20230802,경제,BNK경남은행에서 500억원 규모의 부동산 프로젝트파이낸싱 대출 횡령 사고가 발생해 검찰이 압수수색에 들어간 2일 오전 서울 시내 한 BNK경남은행 지점의 모습.     검찰은 횡령 혐의를 받는 직원 이모씨의 주거지와 사무실 등 10여곳에 검사와 수사관을 보내 관련 자료를 확보하고 있다고 밝혔다. 2023.8.2,0
부동산 PF 대출 횡령 사고 발생한 BNK경남은행,20230802,경제,BNK경남은행에서 500억원 규모의 부동산 프로젝트파이낸싱 대출 횡령 사고가 발생해 검찰이 압수수색에 들어간 2일 오전 서울 시내 한 BNK경남은행 지점의 모습.     검찰은 횡령 혐의를 받는 직원 이모씨의 주거지와 사무실 등 10여곳에 검사와 수사관을 보내 관련 자료를 확보하고 있다고 밝혔다. 2023.8.2,0
500억원 규모 횡령 사고 발생한 BNK경남은행,20230802,경제,BNK경남은행에서 500억원 규모의 부동산 프로젝트파이낸싱 대출 횡령 사고가 발생해 검찰이 압수수색에 들어간 2일 오전 서울 시내 한 BNK경남은행 지점의 모습.     검찰은 횡령 혐의를 받는 직원 이모씨의 주거지와 사무실 등 10여곳에 검사와 수사관을 보내 관련 자료를 확보하고 있다고 밝혔다. 2023.8.2,0
부동산 PF 대출 횡령 사고 발생한 BNK경남은행,20230802,경제,BNK경남은행에서 500억원 규모의 부동산 프로젝트파이낸싱 대출 횡령 사고가 발생해 검찰이 압수수색에 들어간 2일 오전 서울 시내 한 BNK경남은행 지점의 모습.     검찰은 횡령 혐의를 받는 직원 이모씨의 주거지와 사무실 등 10여곳에 검사와 수사관을 보내 관련 자료를 확보하고 있다고 밝혔다. 2023.8.2,0
한국과 3차전 치르는 독일 대표팀 기자회견,20230802,스포츠,독일 여자 축구대표팀의 마르티나 포스-테클렌부르크 감독과 레나 오버도르프가 한국과의 조별리그 3차전 경기를 하루 앞둔 2일 오후(한국시간) 호주 퀸즐랜드주의 브리즈번 스타디움에서 공식 기자회견을 하고 있다. 2023.8.2    utzza@yna.co.kr 기사제공 연합뉴스 김주성,0
질문에 답하는 포스-테클렌부르크 독일 감독,20230802,스포츠,독일 여자 축구대표팀의 마르티나 포스-테클렌부르크 감독이 한국과의 조별리그 3차전 경기를 하루 앞둔 2일 오후(한국시간) 호주 퀸즐랜드주의 브리즈번 스타디움에서 공식 기자회견을 하고 있다. 2023.8.2    utzza@yna.co.kr 기사제공 연합뉴스 김주성,0
"'침공국 꺼지라'…러 유람선, 조지아 갔다 달걀 맞고 쫓겨나",20230802,세계,"러시아 유람선 입항에 시위하는 조지아 시민들[X(옛 트위터) 캡처. 재판매 및 DB 금지]      러시아 유람선이 조지아에 입항했다가 시위대의 항의를 받고 쫓겨나는 일이 벌어졌다.    조지아 집권당이 러시아 관광객 유치에 나선 가운데 다른 한편에서는 러시아의 영토 점령과 우크라이나 침공에 대한 반발이 커지고 있는 모습이다.    1일(현지시간) 영국 BBC방송 등에 따르면 승객 800여명을 태운 러시아 유람선 '아스토리아 그란데'는 지난달 31일 흑해 항구도시 바투미에 정박했다.    하지만 승객들이 하선하자 기다리던 시위대가 조지아와 우크라이나 국기, 유럽연합(EU) 깃발을 흔들며 항의 구호를 외치기 시작했다.    그중에는 유람선을 향해 달걀을 던지거나 승객들에게 당장 떠나라고 요구하는 사람들도 있었다.    BBC에 따르면 이날 하루 시위로 우크라이나 출신 여성 1명을 포함한 23명이 현지 경찰에 붙잡혔다.    아스토리아 그란데는 결국 다음 날인 1일 기존 계획을 앞당겨 바투미 항구를 떠났다.    앞서 지난 27일에도 아스토리아 그란데는 바투미에 입항했다가 시위대의 항의로 일정을 축소했다.    아스토리아 그란데는 이번 방문을 계기로 바투미를 거치는 일정을 없애기로 한 것으로 알려졌다.    바투미 시위가 확산하기 시작한 건 해당 유람선에 승선한 러시아 관광객 일부가 2008년 러시아의 조지아 침공을 지지한다고 밝힌 사실이 전해지면서다.    조지아 야권은 2008년 남오세티야와 압하지야 분리독립 선포로 촉발된 러시아의 침공 이후 러시아가 자국 영토를 점령 중이라고 주장하고 있다.    이러한 상황에서 조지아 집권당이 러시아와의 관계 회복 시도하고 양국 간 직항편을 재개하면서 많은 조지아인이 분노하고 있었다고 BBC는 전했다.    친유럽 성향의 살로메 주라비슈빌리 조지아 대통령은 러시아 유람선의 입항을 '러시아의 도발'로 규정하며 시위에 대해 지지의 뜻을 밝혔다.    조지아 주재 미국 대사는 조지아인이 자신의 영토를 점령하고 있는 나라에서 온 관광객들을 반기기를 기대해선 안 된다고 말하기도 했다.",25
'수억 뇌물 혐의' 현직 경무관 영장심사,20230802,사회,수사와 관련된 민원 해결을 대가로 수억원대 금품을 수수한 혐의를 받는 서울경찰청 소속 김모 경무관이 2일 서울 서초구 서울중앙지법에서 열린 구속 전 피의자 심문(영장 심사)을 마친 뒤 법정을 나서고 있다. 2023.8.2,0
'수억 뇌물 혐의' 현직 경무관 영장심사,20230802,사회,수사와 관련된 민원 해결을 대가로 수억원대 금품을 수수한 혐의를 받는 서울경찰청 소속 김모 경무관이 2일 서울 서초구 서울중앙지법에서 열린 구속 전 피의자 심문(영장 심사)을 마친 뒤 법정을 나서고 있다. 2023.8.2,1
'수억 뇌물 혐의' 현직 경무관 영장심사,20230802,사회,수사와 관련된 민원 해결을 대가로 수억원대 금품을 수수한 혐의를 받는 서울경찰청 소속 김모 경무관이 2일 서울 서초구 서울중앙지법에서 열린 구속 전 피의자 심문(영장 심사)을 마친 뒤 법정을 나서고 있다. 2023.8.2,0
법정 나서는 '수억 뇌물 혐의' 현직 경무관,20230802,사회,수사와 관련된 민원 해결을 대가로 수억원대 금품을 수수한 혐의를 받는 서울경찰청 소속 김모 경무관이 2일 서울 서초구 서울중앙지법에서 열린 구속 전 피의자 심문(영장 심사)을 마친 뒤 법정을 나서고 있다. 2023.8.2,0
구속심사 마친 '수억 뇌물 혐의' 현직 경무관,20230802,사회,수사와 관련된 민원 해결을 대가로 수억원대 금품을 수수한 혐의를 받는 서울경찰청 소속 김모 경무관이 2일 서울 서초구 서울중앙지법에서 열린 구속 전 피의자 심문(영장 심사)을 마친 뒤 법정을 나서고 있다. 2023.8.2,0
